"number","name"
"18517","KRBA VSKP EXP"
"18518","VSKP KRBA EXPRE"
"18519","VSKP LTT EXPRES"
"18520","LTT VSKP EXP"
"18567","VSKP QLN EXP"
"18568","QLN  VSKP EXP"
"18573","VSKP BGKT EXP"
"18574","BGKT VSKP EXP"
"18603","RNC BGP EXPRESS"
"18604","BGP RNC EXPRESS"
"18605","RNC  JYG  EXP"
"18606","JYG RNC EXPRESS"
"18609","RNC LTT EXPRESS"
"18610","RANCHI EXPRESS"
"18611","RNC BSB EXPRESS"
"18612","BSB RNC EXPRESS"
"18615","KRIYA YOGA EXP"
"18616","KRIYA YOGA EXP"
"18619","RNC DUMK EXP"
"18620","DUMK RNC EXPRES"
"18621","PATLIPUTRA EXP"
"18622","PATLIPUTRA EXP"
"18623","RJPB HATIA EXP"
"18624","HTE RJPB EXP"
"18625","PNBE HTE EXPRES"
"18626","HTE PNBE EXP"
"18627","HWH RNC INT EXP"
"18628","RNC HWH INT EXP"
"18629","RNC NJP EXP"
"18630","NJP RNC EXPRESS"
"18631","RNC GARIBNWAZ E"
"18632","RNC GARIB NAWAZ"
"18637","HTE BNC EXP"
"18638","BNC HATIA EXP"
"18645","EAST COAST EXP"
"18646","EAST COAST EXP"
"18695","IPR RJPB EXPRES"
"18696","RJPB IPR EXPRES"
"18697","KOSHI EXP"
"18698","KOSHI EXP"
"19005","SAURASHTRA MAIL"
"19006","SAURASHTRA MAIL"
"19011","GUJARAT EXPRESS"
"19012","GUJARAT EXPRESS"
"19017","SAU JANATA EXP"
"19018","SAU JANATA EXP"
"19019","DEHRADUN EXP"
"19020","DEHRADUN EXP"
"19021","BDTS LJN EXPRES"
"19022","LJN BDTS EXP"
"19023","FZR JANATA EXP"
"19024","FZR BCT JANTA"
"19027","VIVEK EXPRESS"
"19028","VIVEK EXPRESS"
"19029","BDTS DEE EXPRES"
"19030","DEE BDTS EXP"
"19031","HARIDWAR MAIL"
"19032","YOGA EXPRESS"
"19033","GUJARAT QUEEN"
"19034","GUJARAT QUEEN"
"19037","AVADH EXPRESS"
"19038","AVADH EXPRESS"
"19039","AVADH EXPRESS"
"19040","AVADH EXPRESS"
"19045","TAPTI GANGA EXP"
"19046","TAPTI GANGA EXP"
"19047","ST BHAGALPUR EX"
"19048","BGP SURAT EXP"
"19049","BDTS PATNA EXP"
"19050","PNBE BDTS EXP"
"19051","SHRAMIK EXPRESS"
"19052","BL SHRAMIK EXP"
"19053","ST MFP EXPRESS"
"19054","MFP ST EXPRESS"
"19055","BL JODHPUR EXP"
"19056","JU BL EXPRESS"
"19057","UDN VARANASI EX"
"19058","BSB UDN EXP"
"19059","JAMNAGAR INTCIT"
"19060","SURAT INTERCITY"
"19061","RAMNAGAR EXPRES"
"19062","RMR BDTS EXP"
"19063","DANAPUR EXPRESS"
"19064","DNR UDHNA  EXP"
"19065","BDTS BGKT EXP"
"19066","BGKT BDTS EXP"
"19107","JANMABHOOMI  EX"
"19108","JANMABHOOMI EXP"
"19115","BDTS BHUJ EXP"
"19116","BHUJ BDTS EXP"
"19131","KUTCH EXPRESS"
"19132","KUTCH EXPRESS"
"19165","SABARMATI EXP"
"19166","SABARMATI EXP"
"19167","SABARMATI EXP"
"19168","SABARMATI EXP"
"19201","SC PBR  EXP"
"19202","PBR SC EXPRESS"
"19203","BDTS BVC EXP"
"19204","BVC BDTS EXPRES"
"19215","SAURASHTRA EXP"
"19216","SAURASHTRA EXP"
"19221","SOMNATH EXPRESS"
"19222","SOMNATH EXPRESS"
"19223","ADI JAT EXPRESS"
"19224","JAT ADI EXPRESS"
"19225","BTI JAT EXP"
"19226","JAT BTI EXP"
"19251","SMNH OKHA EXP"
"19252","OKHA SOMNATH EX"
"19259","KCVL BVC EXPRES"
"19260","BVC KCVL EXP"
"19261","PORBANDAR EXP"
"19262","KOCHUVELI EXP"
"19263","DELHI SR EXPRES"
"19264","DEE PORBNDR EXP"
"19269","PBR MOTIHARI EX"
"19270","PBR EXPRESS"
"19301","YESHVANTPUR EXP"
"19302","YPR  INDB EXP"
"19307","CHANDIGARH EXP"
"19308","CDG  INDB  EXP"
"19309","GNC INDORE EXP"
"19310","INDORE GNC EXP"
"19311","PUNE INDORE EXP"
"19312","IND PUNE EXPRES"
"19313","INDB RJPB  EXP"
"19314","INDORE EXPRESS"
"19321","INDB RJPB EXP"
"19322","RJPB INDB EXPRE"
"19323","INTERCITY EXP"
"19324","INDB INTERCITY"
"19325","IND AMRITSAR EX"
"19326","ASR INDB EXPRES"
"19329","VEER BHUMI EXP"
"19330","UDZ INDB EXPRES"
"19401","ADI LUCKNOW EXP"
"19402","LKO ADI EXP"
"19403","SULTANPUR EXP"
"19404","SLN ADI EXP"
"19407","ADI VARANASI EX"
"19408","BSB ADI EXP"
"19409","GORAKHPUR EXP"
"19410","GKP ADI EXP"
"19411","AJMER INTERCITY"
"19412","INTERCITY EXP"
"19413","KOLKATA EXPRESS"
"19414","KOAA ADI EXPRES"
"19415","ADI SVDK EXPRES"
"19416","SVDK ADI EXP"
"19417","ADI ALD EXPRESS"
"19418","ALD ADI EXP"
"19419","MAS ADI EXPRESS"
"19420","ADI CHENNAI EXP"
"19421","ADI PNBE EXPRES"
"19422","PNBE ADI EXP"
"19451","GANDHIDHAM EXP"
"19452","BANDRA T EXP"
"19453","GIMB PURI EXP"
"19454","PURI GIMB EXP"
"19565","UTTARANCHAL EXP"
"19566","UTTARANCHAL EXP"
"19567","VIVEK EXP"
"19568","VIVEK EXPRESS"
"19569","OKHA BSB EXPRES"
"19570","BSB OKHA EXP"
"19573","JAIPUR EXPRESS"
"19574","JP OKHA EXP"
"19575","OKHA  NDT EXP"
"19576","NDT OKHA EXP"
"19577","HAPA EXPRESS"
"19578","HAPA TEN EXPRES"
"19579","RJT DEE EXPRESS"
"19580","DEE RJT EXP"
"19601","UDZ NJP EXP"
"19602","NJP UDZ EXPRESS"
"19607","AII WKLY EXP"
"19608","AII KOAA EXP"
"19609","AII HW EXP"
"19610","HW AII EXP"
"19611","AJMER ASR EXP"
"19612","ASR AJMER EXP"
"19613","AJMER ASR EXP"
"19614","ASR AII EXP"
"19653","RATLAM AJMER EX"
"19654","AII RTM EXP"
"19659","SHM UDZ EXPRESS"
"19660","UDZ SHM EXP"
"19665","KURJ UDZ EXP"
"19666","UDZ KURJ EXP"
"19707","ARAVALI EXPRESS"
"19708","ARAVALI EXPRESS"
"19709","KAVI GURU EXP"
"19710","KYQ JP KAVIGURU"
"19711","JP BPL EXP"
"19712","BPL JAIPUR EXP"
"19713","JP SC EXP"
"19714","SC JP EXP"
"19715","JP LJN EXP"
"19716","LJN JP EXP"
"19717","JP CDG INTERCIT"
"19718","CDG JP INTERCIT"
"19801","INDB INTERCITY"
"19802","INTERCITY EXP"
"19803","KOTA SVDK EXP"
"19804","SVDK KOTA EXP"
"19805","KOTA UHP EXPRES"
"19806","UHP KOTA EXP"
"19943","UDZ ADI EXPRESS"
"19944","ADI UDZ EXPRESS"
"21028","MUMBAI MAIL"
"21068","SAKET LINK EXP"
"21107","KURJ BSB LINK E"
"21108","BSB KURJ LINK E"
"21125","INDORE BHIND EX"
"21126","BIX INDB EXP"
"22101","RAJYA RANI EXP"
"22102","RAJYA RANI EXP"
"22103","LTT FD SUP EXP"
"22104","FD LTT SF EXP"
"22105","INDRAYANI EXP"
"22106","INDRAYANI EXP"
"22107","CSTM LATUR EXP"
"22108","LATUR CSTM EXP"
"22109","LTT NZM AC EXP"
"22110","NZM LTT AC EXP"
"22111","BSL NGP SUP EXP"
"22112","NGP BSL SUP EXP"
"22113","LTT KCVL EXPRES"
"22114","KCVL LTT SF EXP"
"22115","LTT KRMI AC SUP"
"22116","KRMI LTT AC SUP"
"22117","KCG DOUBLE DECK"
"22118","GNT DOUBLE DECK"
"22119","KCG DOUBLE DECK"
"22120","TPTY DOUBLE DEC"
"22127","ANANDWAN EXPRES"
"22128","ANANDWAN EXP"
"22131","GYAN GANGA EXP"
"22132","GYAN GANGA SF"
"22133","SUR YPR SUP EXP"
"22134","SOLAPUR EXP"
"22149","ERS PUNE EXPRES"
"22150","PUNE ERS SUP EX"
"22161","RAJYA RANI EXP"
"22162","RAJYA RANI EXP"
"22181","JBP  NZM EXPRES"
"22182","NZM JBP SF EXP"
"22183","IND DOUBLE DECK"
"22184","HBJ DOUBLE DECK"
"22185","IND DOUBLE DECK"
"22186","BPL DOUBLE DECK"
"22187","INTERCITY EXPRE"
"22188","INTERCITY EXPRE"
"22201","DURONTO EXPRESS"
"22202","DURONTO EXPRESS"
"22203","SC DURONTO EXP"
"22204","VSKP DURONTO  E"
"22205","MDU DURONTO EXP"
"22206","MAS DURONTO EXP"
"22207","SUPER AC EXP"
"22208","SUPER AC EXP"
"22209","NDLS DURONTO EX"
"22210","BCT DURONTO"
"22213","SHM PNBE DURONT"
"22214","DURONTO EXPRESS"
"22308","BKN HWH SUPFAST"
"22309","HWH NJP AC EXP"
"22310","NJP HWH AC EXP"
"22313","SUVIDHA AC EXP"
"22316","SUVIDHA SPL"
"22351","PPTA YPR EXP"
"22352","PATLIPUTRAEXP"
"22355","SUVIDHA TRAIN"
"22356","SUVIDHA EXPRESS"
"22387","BLACKDIAMOND EX"
"22388","BLACKDIAMOND EX"
"22401","DEE UHP AC SUP"
"22402","UHP DEE AC SUP"
"22403","PDY NDLS EXPRES"
"22404","NDLS PDY EXP"
"22405","BGP  GARIB RATH"
"22406","ANVT BGP G RATH"
"22407","BSB ANVT G RATH"
"22408","BSB GARIB RATH"
"22409","ANVT GARIB RATH"
"22410","SSM GARIB RATH"
"22411","NHLN NDLS AC EX"
"22412","NDLS NHLN AC SF"
"22413","NZM RAJDHANI"
"22414","NZM MAO RAJ"
"22415","VSKP NDLS APEXP"
"22416","A P EXP"
"22417","MAHAMANA EXP"
"22418","MAHAMANA EXP"
"22419","SUHAILDEV SF EX"
"22420","SUHAILDEV SF EX"
"22443","CNB BDTS SF"
"22444","BDTS KANPUR EXP"
"22447","KURJ NZM EXP"
"22451","CDG SUP FAST"
"22452","CDG BDTS SF EXP"
"22453","RAJYA RANI EXP"
"22454","RAJYA RANI EXP"
"22455","SNSI KLK SUP EX"
"22456","KLK SNSI SF EXP"
"22457","NED UHL SF EXP"
"22458","UHL NED SF EXP"
"22461","SHRI SHAKTI EXP"
"22462","SHRI SHAKTI EXP"
"22464","RJSTHN S KRNTI"
"22471","DEE INTERCITY"
"22472","BKN INTERCITY"
"22473","BKN BDTS SF EXP"
"22474","BDTS BKN SUP EX"
"22475","BKN CBE AC S F"
"22476","BIKANER AC EXP"
"22477","JU JP SF EXP"
"22478","JP JU SF EXP"
"22479","JSM BKN EXPRESS"
"22480","BKN JSM EXPRESS"
"22481","JU DEE SUP"
"22482","DEE JU SUP"
"22483","JU GIMB SF EXP"
"22484","JODHPUR EXPRESS"
"22487","RDP ANVT LINK E"
"22511","KARMABHOOMI EXP"
"22512","KARMABHOOMI EXP"
"22601","SHIRDI EXPRESS"
"22602","SNSI CHENNAI EX"
"22603","KGP VM SF EXP"
"22604","KHARAGPUR EXP"
"22605","PRR  VM  EXPRES"
"22606","PURULIA EXPRESS"
"22607","BANGALORE SF EX"
"22608","ERNAKULAM SF EX"
"22609","INTERCITY EXP"
"22610","INTERCITY EXP"
"22611","MAS NJP EXPRESS"
"22612","NJP MAS EXPRESS"
"22613","HALDIA EXPRESS"
"22614","HLZ MAS SUP EXP"
"22615","TPTY CBE  EXP"
"22616","TIRUPATHI EXP"
"22617","TIRUPATHI EXP"
"22618","TPTY  SBC  EXP"
"22619","BSP TEN EXPRESS"
"22620","TEN BILASPUR EX"
"22621","RMM CAPE EXP"
"22622","CAPE RMM EXP"
"22623","MADURAI EXPRESS"
"22624","CHENNAI EXPRESS"
"22625","SBC DOUBLE DECK"
"22626","MAS DOUBLE DECK"
"22627","TIRUNELVELI EXP"
"22628","TPJ EXPRESS"
"22629","DADAR TEN EXP"
"22630","TEN  DR  EXPRES"
"22631","ANUVRATEXPRESS"
"22632","ANUVRAT EXP"
"22633","NIZAMUDDIN EXP"
"22634","NZM TVC SF EXP"
"22635","MAQ INTERCITY E"
"22636","MADGAON EXP"
"22637","WEST COAST EXP"
"22638","WEST COAST EXP"
"22639","ALLEPPEY EXP"
"22640","CHENNAI EXPRESS"
"22641","SHALIMAR EXP"
"22642","SHM TVC  EXPRES"
"22643","PATNA EXPRESS"
"22644","PNBE ERS EXPRES"
"22645","AHILYANAGARI EX"
"22646","AHILYANAGARI EX"
"22647","KRBA TVC EXPRES"
"22648","KORBA EXPRESS"
"22649","YERCAUD EXPRESS"
"22650","YERCAUD EXP"
"22651","PALANI EXPRESS"
"22652","PALANI MAS EXP"
"22653","NIZAMUDDIN  EXP"
"22654","NZM TVC SF EXP"
"22655","TVC NZM EXPRESS"
"22656","NZM TVC SF EXP"
"22659","DEHRADUN EXP"
"22660","DDN KCVL SUP EX"
"22679","SVDK SUVIDHA EX"
"22680","SVDK YPR SUVDHA"
"22681","CHENNAI EXPRESS"
"22682","MYSORE EXPRESS"
"22683","YPR LKO EXP"
"22684","LKO YPR SUP"
"22685","YPR  SKRANTIEXP"
"22686","YPR S KRANTI EX"
"22688","CDG MDU SF EXP"
"22691","RAJDHANI EXP"
"22692","BANGLORE RJDHNI"
"22693","RAJDHANI EXP"
"22694","BANGLORE RAJDHN"
"22696","JP YPR SUVIDHA"
"22801","VSKP MAS SF EXP"
"22802","MAS VSKP  EXP"
"22803","HWH SBP SUP EXP"
"22804","SBP HWH SUP EXP"
"22805","BBS ANVT SUP EX"
"22806","ANVT  BBS SUP"
"22807","SRC  MAS AC EXP"
"22808","MAS SRC AC EXP"
"22809","VSKP SF EXP"
"22810","PRDP SF EXP"
"22811","BBS RAJDHANI EX"
"22812","BUBNESWR RJDHNI"
"22813","SRC  PRDP SF EX"
"22814","PRDP SRC SF EXP"
"22815","BSP ERS S F EXP"
"22816","ERS BILASPUR EX"
"22817","HWH MYS EXPRESS"
"22818","MYS HOWRAH EXP"
"22823","BBS RAJDHANI EX"
"22824","BUBNESWR RJDHNI"
"22825","SHM MAS SF EXP"
"22826","MAS SHM EXP"
"22827","PURI SURAT EXP"
"22828","SURAT PURI EXP"
"22829","BHUJ SHM EXP"
"22830","SHM BHUJ  SF EX"
"22831","HWH SSPN EXPRES"
"22832","HOWRAH EXP"
"22835","SHM PURI SF EXP"
"22836","PURI SHM SF EXP"
"22843","BSP PNBE EXP"
"22844","PNBE BSP EXPRES"
"22845","PUNE HATIA SUP"
"22846","HTE PUNE EXP"
"22847","VSKP LTT EXPRES"
"22848","LTT VSKP SUP EX"
"22849","SHM SC WKLY EXP"
"22850","SC  SHM WKLY EX"
"22851","MAQ VIVEK EXP"
"22852","SRC VIVEK EXP"
"22853","SHM VSKP SF EXP"
"22854","VSKP SHM SF EXP"
"22855","SRC TPTY SF EXP"
"22856","TPTY SRC SUP EX"
"22857","SRC ANVT SF EXP"
"22858","ANVT SRC SF EXP"
"22859","PURI CHENNAI EX"
"22860","MAS PURI EXPRES"
"22863","HWH YPR AC EXP"
"22864","YPR HWH AC EXP"
"22865","LTT PURI SUP EX"
"22866","PURI LTT SF EXP"
"22869","VSKP MAS SF EXP"
"22870","VISAKAPATNAM EX"
"22871","BBS TPTY EXPRES"
"22872","TPTY BBS  EXP"
"22873","DGHA VSKP EXP"
"22874","VSKP DIGHA EXP"
"22877","DGHA PURI EXP"
"22878","PURI DIGHA EXP"
"22879","BBS TPTY SUP EX"
"22880","TPTY BBS  SF EX"
"22881","PUNE BBS EXPRES"
"22882","BBS PUNE EXP"
"22883","PURI YPR G RATH"
"22884","PURI GARIB RATH"
"22889","DGHA PURI SUP E"
"22890","PURI DGHA SUP E"
"22891","HWH RNC INT EXP"
"22892","RNC HWH INT EXP"
"22893","SNSI HWH SUP EX"
"22894","HWH SNSI EXPRES"
"22901","UDZ SUPER FAST"
"22902","UDZ BDTS SUP"
"22903","BHUJ AC S F EXP"
"22904","BDTS AC S F EXP"
"22905","OKHA HOWRAH EXP"
"22907","MAO HAPA SUP EX"
"22908","HAPA MADGAON EX"
"22909","BL  PURI S F EX"
"22910","PURI VALSAD EXP"
"22911","SHIPRA EXPRESS"
"22912","SHIPRA EXP"
"22913","BCT NDLS SUIVDH"
"22914","NDLS BCT SUVIDH"
"22915","BDTS HSR SF EXP"
"22916","HSR BDTS S F EX"
"22917","HARIDWAR EXP"
"22918","HW BDTS SF EXP"
"22926","PASCHIM EXPRESS"
"22927","LOK SHAKTI EXP"
"22928","LOK SHAKTI EXP"
"22931","BDTS JSM EXP"
"22932","JSM BDTS SF"
"22933","BDTS JP SF EXP"
"22934","JP BDTS SF EXP"
"22935","BDTS PIT SF EXP"
"22936","PIT BDTS SF EXP"
"22937","RAJKOT REWA EXP"
"22938","REWA RJT SUP EX"
"22939","HAPA BSP EXPRES"
"22940","BSP HAPA EXPRES"
"22941","INBD JAT S F EX"
"22942","JAT INDB SF EXP"
"22943","PUNE INDORE EXP"
"22944","IND PUNE EXPRES"
"22981","KOTA SGNR SF EX"
"22982","SGNR KOTA SF"
"22996","AII BDTS SF EXP"
"23010","DOON EXXPRESS"
"23142","TEESTA TORSA EX"
"23154","GOUR EXP"
"23225","RJPB LINK EXP"
"23226","SHC LINK EXPRES"
"23346","SKTN BSB INTER"
"23348","PNBE SGRL LNK E"
"24042","MUSSOORIE EXP"
"24227","VARUNA EXPRESS"
"24228","VARUNA EXP"
"24369","TRIBENI EXPRESS"
"24370","TRIVENI EXP"
"24512","KRJ ALD LINK EX"
"24887","HW BME LINK EXP"
"24888","BME HW LINK EXP"
"25014","CORBET PRK LINK"
"25036","RMR DLI LINK EX"
"25631","BKN GHY EXPRESS"
"25657","KANCHANJANGA EX"
"25658","KANCHANJUNGA EX"
"25910","NTSK JIVACHH LI"
"28182","KIR TATA LNK EX"
"28624","BARKA RJPB EXP"
"29020","DEHRADUN EXPRES"
"29059","HAPA INTERCITY"
"29060","SURAT INTERCITY"
"37279","HWH BDC PASSENGER"
"37290","BDC HWH PASSENGER"
"37378","AMBG TAK PASSENGER"
"37379","TAK AMBG PASSENGER"
"37380","AMBG TAK PASSENGER"
"50101","RN MAO PASSENGER"
"50102","MAO RN PASSENGER"
"50103","DR RN PASSENGER"
"50104","RN DR PASSENGER"
"50105","DIVA SWV PASSENGER"
"50106","SWV DIVA PASSENGER"
"50107","SWV MAO PASSENGER"
"50108","MAO SWV PASSENGER"
"50119","DIVA PNVL PASSENGER"
"50120","PNVL DIVA PASSENGER"
"51027","CSTM PVR PASSENGER"
"51028","PVR CSTM PASSENGER"
"51029","CSTM BJP PASSENGER"
"51030","BJP CSTM PASSENGER"
"51033","CSTM SNSI PASSENGER"
"51034","SNSI CSTM PASSENGER"
"51111","CSN DHI PASSENGER"
"51112","DHI CSN PASSENGER"
"51113","CSN DHI PASSENGER"
"51114","DHI CSN PASSENGER"
"51115","CSN DHI PASSENGER"
"51116","DHI CSN PASSENGER"
"51119","CSN DHI PASSENGER"
"51135","BD AMI PASSENGER"
"51136","AMI BD PASSENGER"
"51137","BD AMI PASSENGER"
"51138","AMI BD PASSENGER"
"51139","BD AMI PASSENGER"
"51140","AMI BD PASSENGER"
"51141","BD AMI PASSENGER"
"51142","AMI BD PASSENGER"
"51145","BD AMI PASSENGER"
"51146","AMI BD PASSENGER"
"51147","BD AMI PASSENGER"
"51148","AMI BD PASSENGER"
"51149","BD AMI PASSENGER"
"51150","AMI BD PASSENGER"
"51151","NAVI NRKR PASSENGER"
"51152","NRKR NAVI PASSENGER"
"51153","CSTM BSL PASSENGER"
"51154","BSL CSTM PASSENGER"
"51157","BSL ET PASSENGER"
"51158","ET BSL PASSENGER"
"51181","DVL BSL PASSENGER"
"51182","BSL DVL PASSENGER"
"51183","BSL NRKR PASSENGER"
"51184","NRKR BSL PASSENGER"
"51187","BSL KTE PASSENGER"
"51188","KTE BSL PASSENGER"
"51189","ET COI PASSENGER"
"51190","COI ET PASSENGER"
"51195","WR BPQ PASSENGER"
"51196","BPQ WR PASSENGER"
"51197","BSL WR PASSENGER"
"51198","WR BSL PASSENGER"
"51239","AMLA BZU PASSENGER"
"51240","BZU AMLA PASSENGER"
"51253","AMLA CWA PASSENGER"
"51254","CWA AMLA PASSENGER"
"51255","NVG CWA PASSENGER"
"51259","WR NGP PASSENGER"
"51260","NGP WR PASSENGER"
"51261","AMI WR PASSENGER"
"51262","WR AMI PASSENGER"
"51285","BSL NGP PASSENGER"
"51286","NGP BSL PASSENGER"
"51293","NGP AMLA PASSENGER"
"51294","AMLA NGP PASSENGER"
"51317","KJT PUNE PASSENGER"
"51318","PUNE KJT PASSENGER"
"51323","DD BRMT PASSENGER"
"51324","BRMT PUNE PASSENGER"
"51325","PUNE DD PASSENGER"
"51326","BRMT PUNE PASSENGER"
"51327","DD BRMT PASSENGER"
"51347","PUNE BRMT PASSENGER"
"51348","BRMT DD PASSENGER"
"51350","DD PUNE PASSENGER"
"51353","PUNE DD PASSENGER"
"51401","PUNE MMR PASSENGER"
"51402","MMR PUNE PASSENGER"
"51405","MRJ CLR PASSENGER"
"51406","CLR MRJ PASSENGER"
"51407","MRJ KOP PASSENGER"
"51408","KOP MRJ PASSENGER"
"51409","PUNE KOP PASSENGER"
"51410","KOP PUNE PASSENGER"
"51411","BAY DWR PASSENGER"
"51412","UBL BAY PASSENGER"
"51419","MRJ UBL PASSENGER"
"51420","UBL MRJ PASSENGER"
"51421","PUNE NZB PASSENGER"
"51422","NZB PUNE PASSENGER"
"51423","IGP MMR PASSENGER"
"51424","MMR IGP PASSENGER"
"51425","PRLI MRJ PASSENGER"
"51426","MRJ PRLI PASSENGER"
"51427","MRJ KOP PASSENGER"
"51428","KOP MRJ PASSENGER"
"51429","SLI KOP PASSENGER"
"51430","KOP SLI PASSENGER"
"51431","MRJ LD PASSENGER"
"51432","LD MRJ PASSENGER"
"51433","NZB PVR PASSENGER"
"51434","PVR NZB PASSENGER"
"51435","PUNE STR PASSENGER"
"51436","STR PUNE PASSENGER"
"51437","KWV MRJ PASSENGER"
"51438","MRJ KWV PASSENGER"
"51441","STR KOP PASSENGER"
"51442","KOP STR PASSENGER"
"51449","PUNE SUR PASSENGER"
"51450","SUR PUNE PASSENGER"
"51451","PUNE BRMT PASSENGER"
"51452","BRMT PUNE PASSENGER"
"51455","PUNE SUR PASSENGER"
"51456","SUR PUNE PASSENGER"
"51458","DWR UBL PASSENGER"
"51461","MRJ BGM PASSENGER"
"51462","BGM MRJ PASSENGER"
"51463","MRJ BGM PASSENGER"
"51464","BGM MRJ PASSENGER"
"51601","BINA KTE PASSENGER"
"51602","KTE BINA PASSENGER"
"51603","BINA KTE PASSENGER"
"51604","KTE BINA PASSENGER"
"51605","KTE CHRM PASSENGER"
"51606","CHRM KMZ PASSENGER"
"51607","BINA GUNA PASSENGER"
"51608","GUNA BINA PASSENGER"
"51609","BINA GUNA PASSENGER"
"51610","GUNA BINA PASSENGER"
"51611","KOTA BINA PASSENGER"
"51612","BINA KOTA PASSENGER"
"51613","KOTA KTE PASSENGER"
"51614","KMZ KOTA PASSENGER"
"51671","ET KTE PASSENGER"
"51672","KTE ET PASSENGER"
"51673","ET STA PASSENGER"
"51674","STA ET PASSENGER"
"51675","KTE CPU PASSENGER"
"51676","CPU KTE PASSENGER"
"51677","CPU SKTN PASSENGER"
"51678","SKTN CPU PASSENGER"
"51679","KTE CPU PASSENGER"
"51680","CPU KTE PASSENGER"
"51683","KNW BIR PASSENGER"
"51684","BIR KNW PASSENGER"
"51685","KNW BIR PASSENGER"
"51686","BIR KNW PASSENGER"
"51687","KNW BIR PASSENGER"
"51688","BIR KNW PASSENGER"
"51701","JBP REWA PASSENGER"
"51702","REWA JBP PASSENGER"
"51753","REWA CHRM PASSENGER"
"51754","CHRM REWA PASSENGER"
"51755","CHRM APR PASSENGER"
"51756","APR CHRM PASSENGER"
"51763","STA MKP PASSENGER"
"51764","MKP STA PASSENGER"
"51765","STA MKP PASSENGER"
"51766","MKP STA PASSENGER"
"51767","KTE STA PASSENGER"
"51768","STA KTE PASSENGER"
"51801","KURJ CNB PASSENGER"
"51802","CNB KURJ PASSENGER"
"51805","JHS MKP PASSENGER"
"51806","MKP JHS PASSENGER"
"51811","BINA JHS PASSENGER"
"51812","JHS BINA PASSENGER"
"51813","JHS LKO PASSENGER"
"51814","LKO JHS PASSENGER"
"51815","JHS AGC PASSENGER"
"51816","AGC JHS PASSENGER"
"51817","TKMG JHS PASSENGER"
"51818","JHS TKMG PASSENGER"
"51819","JHS ALD PASSENGER"
"51820","ALD JHS PASSENGER"
"51821","JHS KURJ PASSENGER"
"51822","KURJ JHS PASSENGER"
"51823","CNB FBD PASSENGER"
"51824","FBD CNB PASSENGER"
"51825","CNB FBD PASSENGER"
"51826","FBD CNB PASSENGER"
"51827","ET JHS PASSENGER"
"51828","JHS ET PASSENGER"
"51829","NGP ET PASSENGER"
"51830","ET NGP PASSENGER"
"51831","JHS AGC PASSENGER"
"51832","AGC JHS PASSENGER"
"51861","AIT KNH PASSENGER"
"51862","KNH AIT PASSENGER"
"51863","AIT KNH PASSENGER"
"51864","KNH AIT PASSENGER"
"51865","AIT KNH PASSENGER"
"51866","KNH AIT PASSENGER"
"51867","AIT KNH PASSENGER"
"51868","KNH AIT PASSENGER"
"51869","AIT KNH PASSENGER"
"51870","KNH AIT PASSENGER"
"51881","GWL AGC PASSENGER"
"51882","AGC GWL PASSENGER"
"51883","BINA GWL PASSENGER"
"51884","GWL BINA PASSENGER"
"51885","BINA DMO PASSENGER"
"51886","DMO BINA PASSENGER"
"51901","AGC DLI PASSENGER"
"51902","DLI AGC PASSENGER"
"51905","DLI SMQL PASSENGER"
"51906","SMQL DLI PASSENGER"
"51907","SMQL SRE PASSENGER"
"51908","SRE SMQL PASSENGER"
"51909","DLI SRE PASSENGER"
"51910","SRE DLI PASSENGER"
"51911","DLI SRE PASSENGER"
"51912","SRE DLI PASSENGER"
"51913","DLI SRE PASSENGER"
"51914","SRE DLI PASSENGER"
"51915","DLI FN PASSENGER"
"51916","FN DLI PASSENGER"
"51971","MTJ AWR PASSENGER"
"51972","AWR MTJ PASSENGER"
"51973","MTJ JP PASSENGER"
"51974","JP MTJ PASSENGER"
"52071","BI MVJ PASSENGER"
"52072","MVJ BI PASSENGER"
"52073","MJ MVJ PASSENGER"
"52074","MVJ MJ PASSENGER"
"52075","MJ MVJ PASSENGER"
"52076","MVJ MJ PASSENGER"
"52081","JP SIKR PASSENGER"
"52082","SIKR JP PASSENGER"
"52083","JP SIKR PASSENGER"
"52084","SIKR JP PASSENGER"
"52085","JP SIKR PASSENGER"
"52086","SIKR JP PASSENGER"
"52102","MAE NRLN PASSENGER"
"52103","NRLN MAE PASSENGER"
"52106","MAE NRLN PASSENGER"
"52109","NRLN MAE PASSENGER"
"52111","NRLN MAE PASSENGER"
"52112","MAE NRLN PASSENGER"
"52145","AMAN MAE PASSENGER"
"52146","MAE AMAN PASSENGER"
"52147","AMAN MAE PASSENGER"
"52148","MAE AMAN PASSENGER"
"52149","AMAN MAE PASSENGER"
"52150","MAE AMAN PASSENGER"
"52151","AMAN MAE PASSENGER"
"52152","MAE AMAN PASSENGER"
"52153","AMAN MAE PASSENGER"
"52154","MAE AMAN PASSENGER"
"52155","AMAN MAE PASSENGER"
"52156","MAE AMAN PASSENGER"
"52157","AMAN MAE PASSENGER"
"52158","MAE AMAN PASSENGER"
"52171","GWO SOE PASSENGER"
"52172","SOE GWO PASSENGER"
"52173","GWO SBL PASSENGER"
"52174","SBL GWO PASSENGER"
"52175","GWO SBL PASSENGER"
"52176","SBL GWO PASSENGER"
"52177","SBL SOE PASSENGER"
"52178","SOE SBL PASSENGER"
"52179","DHOA SRMT PASSENGER"
